ID;Tag;Start;Dauer;Avg. HR;RMSSD;SDNN;pNN50;RRmin;RRmean;RRmax;LF;HF;LF/HF;Total
192;08.03.16;05:32:01;0:11:28.432000;46.47200062;107.11;120.91;36.83;1026;1291.1;1691;1405.32;2907.86;0.48;4431.72
193;07.03.16;05:16:25;0:10:03.493000;43.62557622;124.52;148.57;38.62;1049;1375.34;1756;2257.16;4051.16;0.56;6535
194;06.03.16;05:53:16;0:10:29.806000;45.79069075;130.5;151.49;37.63;1016;1310.31;1736;2786.91;4557.09;0.61;7598.4
195;05.03.16;06:24:37;0:11:47.220000;51.66846071;79.14;88;28.5;924;1161.25;1431;1089.02;1843.28;0.59;3191.19
196;04.03.16;05:16:00;0:10:29.460000;50.57572028;100.91;114;31.33;910;1186.34;1745;1783.69;2615.89;0.68;4468.71
197;03.03.16;05:32:32;0:10:22.151000;49.43764677;106.86;158.15;30.65;750;1213.65;1771;3470.32;3716.32;0.93;8025.43
198;02.03.16;05:15:20;0:11:09.235000;46.92008727;116.01;117.04;38.74;984;1278.77;1633;1429.3;4311.89;0.33;5878.71
199;01.03.16;05:31:49;0:10:09.012000;46.37501932;138.54;170.71;36.5;985;1293.8;1790;5748.13;6211.19;0.93;12291.72
200;29.02.16;05:33:43;0:10:01.664000;49.95961598;89.48;100.79;31.44;983;1200.97;1555;2060.57;2741.63;0.75;5031.75
201;28.02.16;06:03:08;0:10:13.773000;50.90051494;89.87;133.49;28.96;692;1178.77;1540;2894.88;1884.28;1.54;5273.9
202;27.02.16;05:48:05;0:10:25.994000;49.59497438;105.64;128.86;33.67;700;1209.8;1763;2486.52;3031.48;0.82;5830.33
203;26.02.16;05:20:04;0:10:02.147000;52.33957919;89.57;125.44;25.76;806;1146.36;1633;2315.14;2048.22;1.13;4387.65
204;25.02.16;05:31:09;0:10:13.960000;52.48150027;79.6;111.56;23.27;881;1143.26;1597;3173.2;2206.67;1.44;5589.06
205;24.02.16;05:31:18;0:10:01.347000;50.93724531;85.95;113.24;26.27;854;1177.92;1631;3093.98;2642.96;1.17;6135.22
206;23.02.16;05:31:09;0:10:38.162000;47.63227881;90.8;108.47;33.33;938;1259.65;1600;2048.59;2548.11;0.8;4803.25
207;22.02.16;05:23:00;0:10:01.191000;45.16745835;124.61;116.15;38.32;1106;1328.39;1807;2079.6;4645.79;0.45;6935.29
208;21.02.16;06:10:08;0:11:07.324000;42.74691688;133.48;103.66;42.37;1191;1403.61;1777;734.28;3858.99;0.19;4703.45
209;20.02.16;06:15:03;0:10:43.728000;47.71068242;104.67;163.08;31.61;726;1257.58;1644;2102.22;3310.05;0.64;5876.97
210;19.02.16;05:18:39;0:10:40.995000;43.32036129;147.52;116.52;37.64;1120;1385.03;1733;2063.7;5159.83;0.4;7371.49
211;18.02.16;05:33:01;0:10:11.982000;42.83205551;177.62;142.68;41.9;994;1400.82;1822;6873.26;7882.26;0.87;15147.38
212;17.02.16;05:31:11;0:10:15.786000;45.50591198;164.61;157.84;41.33;983;1318.51;1920;4195.38;7131.39;0.59;11982.81
213;16.02.16;05:42:11;0:09:22.870000;46.40227681;117.21;115.43;37.97;999;1293.04;1631;2328.43;4847.05;0.48;7878.46
214;15.02.16;05:37:50;0:10:07.452000;43.16329393;138.49;115.57;40.78;1116;1390.07;1767;1195.77;5667.03;0.21;6977.47
215;14.02.16;06:31:30;0:10:57.254000;41.0739468;151.67;108.41;44.2;1211;1460.78;1769;889.13;7468.19;0.12;8236.12
216;13.02.16;06:57:15;0:08:41.393000;48.89059101;88.95;124.39;26.62;967;1227.23;1817;3388.82;2588.25;1.31;6233.64
217;12.02.16;06:21:52;0:10:33.238000;40.21959901;140.83;129.43;38.81;1151;1491.81;1896;3929.58;4181.84;0.94;8780.09
218;11.02.16;05:40:24;0:10:46.854000;40.20935672;148.91;113.97;39.49;1191;1492.19;1825;2301.73;4573.24;0.5;7039.59
219;10.02.16;06:16:57;0:10:10.653000;42.93657552;103.01;99.65;34.65;1133;1397.41;1637;1558.61;2390.31;0.65;4127.36
220;09.02.16;06:29:21;0:10:27.972000;42.67850284;115.22;128.03;35.29;1110;1405.86;1734;2382.32;2583.29;0.92;5152.46
221;08.02.16;06:07:59;0:10:34.965000;46.05147019;92.12;92.3;29.79;1022;1302.89;1624;1496.7;1751.2;0.85;3383.13
222;07.02.16;06:48:05;0:10:02.526000;43.13970794;135.4;119.12;39.95;1145;1390.83;1731;1872.5;5954.4;0.31;7999.01
223;06.02.16;06:14:36;0:10:14.670000;44.05480418;128.43;141.42;40.41;1042;1361.94;1758;1797.13;4445.51;0.4;6334.87
224;05.02.16;05:20:39;0:10:03.574000;43.76303774;133.53;128.2;40.73;1137;1371.02;1754;1940.05;5107.95;0.38;7169.63
225;04.02.16;05:41:49;0:10:23.366000;41.61031936;150.84;163.34;38.5;1074;1441.95;1827;5596.06;4937.02;1.13;10870
226;03.02.16;05:44:45;0:10:47.120000;48.9612064;82.75;77.05;33.21;979;1225.46;1531;953.96;1905.89;0.5;2937.46
227;02.02.16;05:43:31;0:10:33.869000;45.88278478;101.81;128.43;33.68;968;1307.68;1663;1338.24;1977.35;0.68;3418.38
228;01.02.16;05:25:36;0:10:06.868000;41.6603019;146.81;189.02;38.65;1035;1440.22;1884;5494.97;5099.2;1.08;11302.87
229;31.01.16;06:08:57;0:10:52.143000;46.86108811;108.16;133.74;35.06;986;1280.38;1720;1670.17;3118;0.54;4810.27
230;30.01.16;06:39:14;0:10:13.458000;45.98652595;105.36;133.17;34.7;999;1304.73;1695;2273.39;3009.06;0.76;5481.28
231;29.01.16;05:03:33;0:10:08.412000;48.45626418;87.29;87.42;33.81;1049;1238.23;1579;923.2;2572.78;0.36;3655.23
232;28.01.16;05:30:35;0:10:14.877000;45.57088932;109.81;156.21;32.83;942;1316.63;1857;1309.03;3153.48;0.42;4834.71
233;27.01.16;05:39:04;0:11:04.066000;48.01574917;100.22;152.9;35.22;746;1249.59;1656;2608.81;2903.66;0.9;5667.08
234;26.01.16;05:37:09;0:10:16.966000;41.78214788;145.98;179.3;40.14;979;1436.02;1900;5577.84;5168.76;1.08;11106.68
235;25.01.16;05:38:10;0:10:37.879000;40.9777286;141.3;127.93;40.93;1186;1464.21;1838;2700.96;4375.65;0.62;7211.42
236;24.01.16;06:21:46;0:11:27.579000;43.44740691;124;132.67;39.88;1104;1380.98;1730;2323.3;3792.24;0.61;6130.96
237;23.01.16;06:05:00;0:11:02.122000;44.84137364;132.34;131.57;39.63;1076;1338.05;1730;2116.62;4655.38;0.45;6890.29
238;22.01.16;05:19:25;0:10:24.055000;40.86358374;162.89;164.58;40.57;1123;1468.3;1929;4037.96;6311.6;0.64;10748.31
239;21.01.16;05:32:29;0:11:22.747000;44.56592786;153.93;151.88;41.77;1006;1346.32;1775;4127.36;6859.92;0.6;11214.02
240;20.01.16;05:35:38;0:11:01.736000;43.70374687;148;141.88;41.6;992;1372.88;1771;1720.38;5337.33;0.32;7173.41
241;19.01.16;05:40:36;0:10:01.174000;41.81242944;180.13;203.5;38.89;938;1434.98;1890;4259.66;7802.72;0.55;12692.07
242;18.01.16;05:21:15;0:10:01.467000;41.1339252;148.77;138.52;41.81;1151;1458.65;1839;2723.68;4539.85;0.6;7384.03
243;17.01.16;06:04:24;0:11:05.285000;44.64651125;152.41;161.06;39.49;700;1343.89;1849;3706.72;6162.34;0.6;10450.45
244;16.01.16;06:10:46;0:12:09.155000;45.47590535;152.15;127.43;43.23;1018;1319.38;1640;2420.22;6252.33;0.39;8624.08
245;15.01.16;05:21:52;0:10:01.418000;47.17945492;132.49;167.22;37.2;977;1271.74;1728;3425.88;4689.7;0.73;9007.98
246;14.01.16;05:37:18;0:11:06.545000;46.43208147;128.1;153;36.74;945;1292.21;1759;2245.53;4020.84;0.56;6502.69
247;13.01.16;05:38:18;0:10:27.649000;47.85261395;119.82;133.23;35.74;953;1253.85;1774;2417.23;3148.22;0.77;5905.05
248;12.01.16;05:36:55;0:10:13.400000;42.0424208;178.85;175.17;40.53;1016;1427.13;2164;5739.94;8228.76;0.7;14154.14
249;11.01.16;05:35:28;0:10:23.253000;42.15555399;145.11;175.13;40.18;970;1423.3;1890;3930.5;4732.99;0.83;9657.59
250;10.01.16;06:39:37;0:10:01.532000;51.78529815;76.46;106.92;27.79;912;1158.63;1591;1159.97;1920.58;0.6;3191.13
251;09.01.16;06:30:54;0:11:02.426000;47.63984279;105.92;112.82;36.68;973;1259.45;1616;2462.13;2862.73;0.86;5879.76
252;08.01.16;05:39:13;0:11:01.209000;49.83223149;84.68;113.48;29.81;915;1204.04;1584;1905.65;1796.67;1.06;4061.02
253;07.01.16;06:11:01;0:10:37.161000;50.93119196;114.38;114.98;35.14;700;1178.06;1827;3815.45;4651.97;0.82;8901.04
254;06.01.16;06:10:39;0:12:04.078000;52.46819116;89.7;114.96;26.2;700;1143.55;1579;2570.83;3115.48;0.83;6229.52
255;05.01.16;05:50:57;0:11:16.844000;46.04828931;107.42;123.34;37.7;1049;1302.98;1674;1362.59;2596.18;0.52;4171.31
256;04.01.16;05:53:41;0:11:27.026000;43.25165978;122.24;125.92;41.31;1008;1387.23;1713;2063.17;3797.97;0.54;6509.1
257;03.01.16;06:00:58;0:11:48.766000;45.09989627;110.18;138.45;37.05;1014;1330.38;1755;1712.3;2511.77;0.68;4540.69
258;02.01.16;07:33:58;0:09:47.630000;46.95423527;111.03;136.41;35.32;952;1277.84;1641;1527.61;3828.31;0.4;5512
259;01.01.16;07:02:45;0:10:32.342000;49.9134833;102.97;162.21;29.04;719;1202.08;1717;4459.06;3726.16;1.2;9013.33
260;31.12.15;06:25:24;0:10:10.824000;46.21178863;113.28;117.54;37.31;1018;1298.37;1688;2123.36;3031.64;0.7;5883.5
261;30.12.15;06:10:55;0:11:18.195000;43.51389181;153.34;173.23;37.4;984;1378.87;1823;3976.18;5181.42;0.77;9646.57
262;29.12.15;06:49:47;0:10:23.349000;45.02273648;139.61;205.02;32.45;921;1332.66;1855;7175.85;4405.44;1.63;12495.24
263;28.12.15;06:57:34;0:10:15.011000;47.2433505;160.78;201.96;31.31;700;1270.02;2062;4732.16;5466.1;0.87;10875.51
264;27.12.15;07:33:06;0:07:23.169000;57.07871154;57.45;111.29;16.79;830;1051.18;1365;2148.46;1018.9;2.11;3459.81
265;26.12.15;06:26:18;0:10:37.175000;49.09662215;103.36;131.66;34.25;914;1222.08;1667;3003.18;3731.91;0.8;7018.35
266;25.12.15;06:30:22;0:11:29.185000;45.80432393;120.38;126.75;38.49;1049;1309.92;1809;1885.87;3285.1;0.57;5363.89
267;24.12.15;05:35:55;0:12:06.819000;44.50015204;133.01;141.27;40.82;1068;1348.31;1764;2707.67;4175.82;0.65;7401.5
268;23.12.15;05:46:58;0:11:46.150000;47.01567973;127.46;163.98;37.59;926;1276.17;1771;2739.54;3825.33;0.72;6754.42
269;22.12.15;05:28:04;0:11:00.679000;46.01191709;106.74;147.27;34.14;1031;1304.01;1741;2362.31;2792.37;0.85;5326.06
270;21.12.15;05:27:55;0:10:48.938000;45.79628287;106.02;133.89;34.09;1056;1310.15;1775;2243.82;3620.43;0.62;6034
271;20.12.15;06:12:01;0:11:36.927000;46.34457189;124.9;159.7;35.04;946;1294.65;1816;2581.11;4165.61;0.62;6949.08
272;19.12.15;06:50:42;0:09:13.433000;48.64049808;93.59;137.14;28.67;992;1233.54;1680;1326.45;2044.14;0.65;3479.83
273;18.12.15;05:26:17;0:11:42.680000;44.20247681;134.33;154.95;40.2;1035;1357.39;1848;2562.95;4743.48;0.54;7603.06
274;17.12.15;05:31:23;0:11:46.353000;47.65724906;125.09;126.2;34.32;700;1258.99;1802;3654.61;3799.96;0.96;7828.35
275;16.12.15;05:41:09;0:11:04.762000;46.12333379;141.89;148.37;35.99;965;1300.86;1771;3641.86;5787.57;0.63;9614.36
276;15.12.15;05:43:14;0:10:04.591000;49.77600796;91.72;124.98;30.82;904;1205.4;1646;2428.17;2489.54;0.98;5100.02
277;14.12.15;05:33:13;0:10:34.547000;46.9608503;106.37;124.64;34.69;1016;1277.66;1677;2563.63;2967.43;0.86;5720.49
278;13.12.15;06:12:37;0:10:32.617000;44.5990545;110.42;144.18;31.65;975;1345.32;1687;1779.21;2379.78;0.75;4947.08
279;12.12.15;06:27:58;0:10:11.666000;47.29846911;105.92;139.33;32.77;1031;1268.54;1927;3669.57;3001.49;1.22;7089.56
280;11.12.15;05:24:24;0:10:01.086000;47.0112592;130.32;116.2;38.51;1052;1276.29;1703;2440.1;4672.49;0.52;7487.28
281;10.12.15;05:37:52;0:10:29.287000;40.49539365;137.35;144.79;39.14;1088;1481.65;1827;5558.81;3733.43;1.49;9886.44
282;09.12.15;05:37:44;0:10:59.540000;46.02427013;117.11;192.73;32.4;740;1303.66;1803;2980.14;3914.7;0.76;7530.18
283;08.12.15;05:37:29;0:10:14.119000;41.36133956;133.82;141.58;39.52;1143;1450.63;1908;4804.65;3574.58;1.34;8728.58
284;07.12.15;05:34:37;0:10:58.038000;41.69011736;117.65;155.66;36.64;1029;1439.19;1853;2864.63;2822.91;1.01;6026.38
285;06.12.15;06:20:25;0:10:32.141000;42.67455672;110.03;123.07;38.65;1124;1405.99;1757;2117.58;2339.99;0.9;4864.31
286;05.12.15;06:25:39;0:11:44.992000;47.26344645;82.05;121.5;27.11;990;1269.48;1688;3143.75;1390.29;2.26;5000.04
287;04.12.15;05:20:11;0:10:10.911000;45.34222041;97.75;136.8;32.24;1037;1323.27;1605;3853.6;1961.17;1.96;6051.47
288;03.12.15;05:36:08;0:11:21.513000;50.73180631;93.94;112.52;30.5;893;1182.69;1556;2104.4;3275.51;0.64;5714.59
289;02.12.15;05:37:50;0:12:08.114000;48.87904067;118.15;130.94;34.95;700;1227.52;1685;1598.91;3604.95;0.44;5953.21
290;01.12.15;05:38:21;0:10:09.006000;46.62765486;114.39;126.2;37.88;936;1286.79;1614;1837.36;3000.44;0.61;5020.24
291;30.11.15;05:36:25;0:10:54.574000;44.83534221;143.2;171.35;36.21;1008;1338.23;1814;3527.32;5251.32;0.67;8979.61
292;29.11.15;06:47:06;0:08:06.888000;46.19222123;122.05;154.55;32.88;1012;1298.92;1693;1608.05;3759.24;0.43;5691.52
293;28.11.15;06:21:00;0:09:24.831000;48.21755762;95.82;110.62;34;1022;1244.36;1611;1064.48;2555.99;0.42;3833.57
294;27.11.15;05:25:05;0:10:10.277000;42.45142849;141.32;152.06;42.82;1124;1413.38;1888;2568.61;4297.73;0.6;7133.96
295;26.11.15;05:33:10;0:10:41.033000;41.1108142;144.59;148.53;42.26;1108;1459.47;1840;4975.31;3572.08;1.39;8744.11
296;25.11.15;05:36:37;0:10:40.713000;43.24542499;167.25;152.84;41.52;1029;1387.43;1885;3492.06;6510.81;0.54;10140.35
297;24.11.15;05:33:35;0:10:35.439000;41.88101603;133.71;133.81;37.36;1145;1432.63;1781;2243.45;4377.78;0.51;6783.73
298;23.11.15;05:35:20;0:10:36.654000;39.96962309;165.05;163.7;40.91;1038;1501.14;1898;2601.8;5553.03;0.47;8240.38
299;22.11.15;06:51:49;0:10:25.002000;48.34109476;121;141.24;32.31;700;1241.18;1666;2197.61;3693.05;0.6;5916.97
300;21.11.15;06:41:22;0:11:00.516000;50.18400803;91.65;89.09;30.66;700;1195.6;1525;1028.1;1900.88;0.54;3039.45
301;20.11.15;05:30:55;0:09:53.714000;45.35318795;121.39;150.54;34.32;1022;1322.95;1772;3992.2;3962.09;1.01;8229.91
302;19.11.15;05:35:16;0:10:39.403000;47.5775117;114.97;144.17;34.7;1006;1261.1;1700;2349.56;4271.54;0.55;6866.37
303;18.11.15;05:34:02;0:11:36.840000;46.47560031;115.87;126.53;36.47;1014;1291;1734;2488.18;3663.54;0.68;6510.12
304;17.11.15;05:32:47;0:10:41.689000;44.23213022;125.8;163.36;36.05;1018;1356.48;1798;5402.15;4080;1.32;9868.41
305;16.11.15;05:40:04;0:10:19.218000;44.62691896;105.39;115.59;36.64;1077;1344.48;1665;1792.38;3325.78;0.54;5534.28
306;15.11.15;05:57:34;0:10:59.160000;43.84843059;125.65;163.67;38.08;1000;1368.35;1836;2922.66;3541.81;0.83;7108.28
307;14.11.15;06:03:31;0:11:43.495000;45.68435159;133.56;151.93;37.76;935;1313.36;1762;2120.6;4705.84;0.45;7026.55
308;13.11.15;05:24:35;0:10:02.143000;41.56736685;143.95;159.26;41.08;1141;1443.44;1826;2879.48;4999.01;0.58;8130.82
309;12.11.15;05:36:01;0:10:12.180000;43.48456298;147.64;181.72;37.59;1030;1379.8;1814;3522.4;6334.43;0.56;10355.81
310;11.11.15;05:38:59;0:11:13.356000;48.21252079;105.07;120.16;33.02;897;1244.49;1671;1302.83;2527.69;0.52;3832.07
311;10.11.15;05:34:45;0:10:13.226000;43.55969857;153.28;155.08;38.85;1048;1377.42;1879;4878.93;5816.66;0.84;10992.59
312;09.11.15;05:20:14;0:10:36.624000;42.07101587;165.64;169.35;40.86;992;1426.16;1844;4498.37;6068.54;0.74;10983.22
313;08.11.15;05:57:02;0:11:05.279000;45.06805276;124.49;138.27;37.8;1049;1331.32;1854;3819.6;4566.37;0.84;8655.23
314;07.11.15;06:10:51;0:10:46.288000;44.67643095;118.35;131.68;36.21;1022;1342.99;1700;1629.72;3557.07;0.46;5304.22
315;06.11.15;05:37:39;0:10:32.650000;43.40968615;128.45;166.38;37.64;918;1382.18;1853;4111.66;3694.46;1.11;8187.61
316;05.11.15;05:40:11;0:10:57.473000;44.77946115;136.43;141.55;38.46;997;1339.9;1773;1766.51;4800.39;0.37;7238.55
317;04.11.15;05:28:05;0:10:23.561000;47.84002296;109.26;136.67;33.74;975;1254.18;1713;1716.59;3695.57;0.46;5765.33
318;03.11.15;05:43:22;0:10:32.578000;45.1450284;123.75;142.3;37.28;1041;1329.05;1703;2438.7;3806.31;0.64;6502.6
319;02.11.15;05:41:10;0:10:06.007000;43.60148245;133.93;142.89;40.78;1087;1376.1;1763;3008.45;4485.55;0.67;7836.23
320;01.11.15;05:33:49;0:10:53.091000;46.64614236;143.48;153.48;38.38;989;1286.28;1836;5944.3;7025.79;0.85;13462.65
321;31.10.15;06:20:20;0:10:23.533000;45.36073121;127.09;142.44;37.61;1061;1322.73;1822;2690.97;4274.1;0.63;7046.29
322;30.10.15;05:17:01;0:10:57.624000;45.03186004;114.71;135.37;35.95;1064;1332.39;1761;2096.46;3468.22;0.6;5593.14
323;29.10.15;05:39:05;0:08:21.844000;46.63671553;100.5;107.65;30.79;1010;1286.54;1624;1925.53;3160.28;0.61;5533.54
324;28.10.15;05:24:33;0:10:48.467000;45.90419794;137.18;181.8;35.4;929;1307.07;1779;3955.67;4140.29;0.96;8971.27
325;27.10.15;05:19:08;0:09:29.492000;53.0743306;88.33;81.45;27.57;700;1130.49;1633;878.25;2607.25;0.34;3622.48
326;26.10.15;05:28:16;0:10:13.717000;46.00239212;111.9;149.54;33.48;926;1304.28;1734;2468.25;3064.33;0.81;6155.27
327;25.10.15;05:25:30;0:11:56.485000;46.18404341;112.35;106.04;37.68;996;1299.15;1610;2274.39;3154.12;0.72;5749.03
328;24.10.15;06:20:53;0:11:53;42.69125683;135.75;127.14;40.93;1019;1405.44;1754;2169.01;3613.91;0.6;6371.78
329;23.10.15;06:18:08;0:10:40.989000;42.27942472;145.04;169.73;37.98;1018;1419.13;1859;3258.8;5016.88;0.65;8625.24
330;22.10.15;06:32:16;0:10:46.140000;43.99891469;122.65;104.64;39.96;1135;1363.67;1735;1606.65;4004.47;0.4;5837.14
331;21.10.15;06:30:31;0:10:50.350000;43.04006313;122.28;119.73;39.22;1139;1394.05;1748;1364.14;3629.56;0.38;5351.43
332;20.10.15;06:35:46;0:11:14.489000;42.73839118;130.48;136.86;37.97;1029;1403.89;1792;2339.8;4575.36;0.51;7020.07
333;19.10.15;06:25:04;0:10:45.303000;40.16252435;126.98;119.13;39.44;1220;1493.93;1820;1768.97;3604.97;0.49;5484.32
334;18.10.15;07:05:02;0:10:39.925000;42.34417344;145.66;123.77;43.95;1044;1416.96;1836;1940.34;5461.41;0.36;7582.32
335;17.10.15;07:36:31;0:10:24.667000;47.49277714;105.32;118.16;35.73;949;1263.35;1714;2153.71;4098.36;0.53;6473.77
336;16.10.15;06:20:27;0:10:32.282000;42.21784408;138.37;200.75;34.2;894;1421.2;1903;6137.48;3795.04;1.62;10360.81
337;15.10.15;06:33:49;0:12:08.642000;44.22006854;132.82;141.97;40.38;944;1356.85;1813;1999.8;4617.87;0.43;6751.7
338;14.10.15;06:24:14;0:11:02.557000;43.64366403;139.76;149.2;38.22;1008;1374.77;1843;3452.04;4633;0.75;8803.07
339;13.10.15;06:36:13;0:11:30.238000;46.51126735;103.11;119.08;33.97;896;1290.01;1606;1502.16;2693.98;0.56;5004.08
340;12.10.15;06:33:18;0:10:14.742000;39.91856613;138.25;156.37;38.06;1075;1503.06;1877;4829.45;3724.07;1.3;8660.37
341;11.10.15;07:27:00;0:11:09.326000;47.60771245;105.41;127.29;35.37;976;1260.3;1709;1849.22;3184.05;0.58;5138.51
342;10.10.15;07:21:38;0:10:29.784000;42.35194466;137.07;140.84;38.36;1002;1416.7;1744;2000.97;4477.76;0.45;6656.88
343;09.10.15;06:19:36;0:10:06.568000;43.48235703;136.19;131.74;39.49;700;1379.87;1853;2569.54;4306.47;0.6;7255.06
344;08.10.15;06:34:11;0:11:02.328000;42.98486933;144.92;200.83;36.27;982;1395.84;1887;7126.37;4424.73;1.61;12141.32
345;07.10.15;06:36:04;0:11:56.222000;43.27224734;135.48;155.86;40.71;700;1386.57;1799;2386.37;4479.69;0.53;7445.25
346;06.10.15;06:30:44;0:11:23.790000;44.45168842;126.01;168.33;35.08;700;1349.78;1872;3064.6;4081.26;0.75;7394.96
347;04.10.15;07:51:32;0:12:16.159000;48.0753822;89.59;127.92;25.91;951;1248.04;1780;2865.33;1767.69;1.62;4942.47
348;03.10.15;07:06:54;0:10:30.804000;47.84841622;111.31;180.07;28.54;700;1253.96;1736;3000.68;2459.39;1.22;5748.02
349;02.10.15;06:18:29;0:08:46.148000;44.0781064;175.38;247.69;38.92;271;1361.22;2190;20998.38;25577.14;0.82;49520.22
350;01.10.15;06:20:00;0:10:59.259000;46.46120489;125.07;142.75;36.55;944;1291.4;1685;2934.21;4007.29;0.73;7281.29
351;30.09.15;06:24:06;0:11:17.749000;51.12648693;88.46;109.97;31.79;880;1173.56;1541;1915.32;2739.04;0.7;5146.53
352;29.09.15;06:34:10;0:11:45.364000;47.91796444;133.29;134.11;36.01;892;1252.14;1838;5510.24;7075.48;0.78;12893
353;28.09.15;06:29:48;0:11:05.654000;45.70627623;112.5;118.98;39.24;1058;1312.73;1668;2148.35;3487.63;0.62;6206.88
354;27.09.15;06:38:54;0:10:38.393000;50.0976905;95.22;122.03;32.36;947;1197.66;1580;2083.42;3210.68;0.65;5523.2
355;26.09.15;07:32:36;0:10:01.148000;54.56132693;59.01;68.78;18.22;911;1099.68;1313;1691.19;943.27;1.79;2690.71
356;25.09.15;06:10:42;0:11:05.241000;50.30687192;100.01;113.1;30.76;832;1192.68;1788;2084.38;2910.82;0.72;5460.48
357;24.09.15;06:25:19;0:12:15.089000;51.42049107;87.28;117.34;26.61;868;1166.85;1694;1908.32;1932.54;0.99;4119.42
358;23.09.15;06:30:02;0:10:33.543000;48.14366068;108.53;134.62;34.62;944;1246.27;1686;2978.2;4479.94;0.66;7830.16
359;22.09.15;06:06:53;0:10:56.288000;43.71935091;142.95;140.93;41.63;991;1372.39;1800;2864.02;6824.93;0.42;10541.8
360;21.09.15;06:30:18;0:10:16.488000;47.04222039;124.47;128.45;39.41;969;1275.45;1619;2061.93;5819.12;0.35;8048.43
361;20.09.15;07:00:08;0:10:24.728000;49.50862688;99.02;140.44;29.92;961;1211.91;1723;3095.81;2699.04;1.15;6143.37
362;19.09.15;06:34:26;0:10:43.324000;50.41296621;69.4;78.84;23.31;1000;1190.17;1495;1338.1;1546.81;0.87;2928.31
363;18.09.15;06:18:59;0:10:02.132000;49.51230381;101.44;106.05;33.05;1030;1211.82;1712;2361.15;2701.61;0.87;5210.63
364;17.09.15;06:20:36;0:10:52.944000;47.28616801;100.72;126.85;32.87;983;1268.87;1647;5226.31;2572.84;2.03;7999.67
365;16.09.15;06:22:13;0:10:18.731000;48.76344042;120.07;171.67;34.69;264;1230.43;1673;2321.2;4888.06;0.47;7420.96
366;15.09.15;06:20:03;0:10:14.234000;43.01691999;141.65;176.61;39.07;1061;1394.8;1834;4729.68;5666.67;0.83;10964.67
367;14.09.15;06:21:16;0:11:54.116000;43.51610096;118.77;128.88;36.65;1052;1378.8;1677;2159.06;3673.63;0.59;6128.95
368;13.09.15;06:55:41;0:10:49.896000;44.90715446;94.49;139.97;27.92;1093;1336.09;1777;2248.68;2339.93;0.96;4860.85
369;12.09.15;07:44:29;0:11:15.752000;46.1407138;114.55;128.97;37.43;995;1300.37;1718;1622.65;4254.31;0.38;6072.28
370;11.09.15;06:42:59;0:10:56.358000;42.09078983;149.6;153.44;41.54;1051;1425.49;1764;2536.53;4937.9;0.51;7829.49
371;10.09.15;07:02:44;0:11:25.355000;49.97334755;88.59;143.23;24.36;928;1200.64;1663;3825.67;1810.99;2.11;5892.45
372;09.09.15;07:17:52;0:11:56.214000;45.77287499;130.13;217.28;30.1;743;1310.82;1828;3350.53;3321.65;1.01;7122.83
373;08.09.15;07:48:01;0:10:47.634000;41.81709204;139.71;151.92;34.78;1114;1434.82;1843;7438.17;4354.05;1.71;12410.56
374;07.09.15;06:48:14;0:09:30.555000;47.81409878;118.64;170.22;30.68;741;1254.86;1701;6168.62;3959.25;1.56;11698.28
375;06.09.15;07:10:46;0:09:14.355000;41.23314595;138.86;135.93;41.19;1125;1455.14;2082;1606.99;4579.01;0.35;6316.12
376;05.09.15;07:23:22;0:11:05.156000;49.76321006;110.07;221.58;27.85;664;1205.71;1935;7932.28;2372.67;3.34;11647.33
377;04.09.15;06:42:14;0:11:15.133000;44.72772;136.33;217.98;37.01;711;1341.45;1830;7803.6;5491.89;1.42;13692.37
